lemma,clue,source
saisie,Entrée de données au clavier,bliss-authored
came,Pièce mécanique excentrée,bliss-authored
came,"Drogue, en argot",bliss-authored
loger,Héberger,bliss-authored
loger,Donner un toit,bliss-authored
panser,Soigner une plaie,bliss-authored
panser,Nettoyer un cheval,bliss-authored
éluder,Éviter habilement,bliss-authored
éluder,Esquiver une question,bliss-authored
cape,Manteau sans manches,bliss-authored
cape,Vêtement de Zorro,bliss-authored
osier,Branche à vannerie,bliss-authored
osier,Il sert à tresser les paniers,bliss-authored
sauver,Tirer du danger,bliss-authored
sauver,Porter secours,bliss-authored
encre,Liquide du stylo,bliss-authored
encre,Elle sort du calmar,bliss-authored
clair,Lumineux,bliss-authored
clair,Facile à comprendre,bliss-authored
rêve,Songe nocturne,bliss-authored
rêve,Aspiration idéale,bliss-authored
dépérir,Perdre ses forces,bliss-authored
dépérir,S'affaiblir peu à peu,bliss-authored
issue,Sortie de secours,bliss-authored
issue,Résultat final,bliss-authored
proie,Victime du prédateur,bliss-authored
proie,Ce que chasse le rapace,bliss-authored
séreux,Relatif au sérum,bliss-authored
séreux,Qui produit un liquide organique,bliss-authored
expier,Réparer une faute,bliss-authored
expier,Payer pour ses péchés,bliss-authored
peine,Chagrin,bliss-authored
peine,Sanction judiciaire,bliss-authored
rédiger,Mettre par écrit,bliss-authored
rédiger,Composer un texte,bliss-authored
épître,Lettre solennelle,bliss-authored
épître,Missive des apôtres,bliss-authored
droit,Permis par la loi,bliss-authored
droit,Opposé de gauche,bliss-authored
script,Texte d'un film,bliss-authored
script,Écriture en lettres détachées,bliss-authored
amen,Ainsi soit-il,bliss-authored
amen,Mot final d'une prière,bliss-authored
salin,Qui contient du sel,bliss-authored
salin,Bassin à récolter le sel,bliss-authored
léguer,Transmettre par testament,bliss-authored
léguer,Laisser en héritage,bliss-authored
ennuyer,Lasser,bliss-authored
ennuyer,Importuner,bliss-authored
caste,Classe sociale fermée,bliss-authored
caste,Groupe héréditaire en Inde,bliss-authored
saule,Arbre pleureur,bliss-authored
saule,Arbre du bord de l'eau,bliss-authored
aveu,Reconnaissance d'une faute,bliss-authored
aveu,Confession d'un coupable,bliss-authored
émané,Qui provient,bliss-authored
émané,"Dégagé, en parlant d'une odeur",bliss-authored
désunir,Séparer,bliss-authored
désunir,Semer la discorde,bliss-authored
avis,Opinion,bliss-authored
avis,Annonce officielle,bliss-authored
rabattre,Faire retomber,bliss-authored
rabattre,Pousser le gibier vers les chasseurs,bliss-authored
rond,De forme circulaire,bliss-authored
rond,"Sou, familièrement",bliss-authored
hart,Lien pour fagots,bliss-authored
hart,Corde de la pendaison,bliss-authored
jouir,Éprouver du plaisir,bliss-authored
jouir,Profiter pleinement,bliss-authored
mossi,Peuple du Burkina Faso,bliss-authored
mossi,Ethnie d'Afrique de l'Ouest,bliss-authored
ennui,Lassitude profonde,bliss-authored
ennui,"Contrariété, souci",bliss-authored
thèse,Travail de doctorat,bliss-authored
thèse,Opinion à défendre,bliss-authored
mense,Revenu ecclésiastique,bliss-authored
mense,Bien d'un évêché,bliss-authored
pain,Aliment du boulanger,bliss-authored
pain,Il sort du four,bliss-authored
pâle,Sans couleur,bliss-authored
pâle,Blafard,bliss-authored
xiii,Treize en chiffres romains,bliss-authored
xiii,Douze plus un,bliss-authored
dose,Quantité de médicament,bliss-authored
dose,Portion mesurée,bliss-authored
enfuir,Prendre la fuite,bliss-authored
enfuir,Se sauver au loin,bliss-authored
meute,Troupe de chiens,bliss-authored
meute,Groupe de poursuivants,bliss-authored
avarie,Dommage à un navire,bliss-authored
avarie,Dégât matériel,bliss-authored
afro,Coiffure crépue,bliss-authored
afro,Style capillaire,bliss-authored
abstenir,Ne pas voter,bliss-authored
abstenir,Se priver de quelque chose,bliss-authored
saleté,Manque de propreté,bliss-authored
saleté,"Ordure, crasse",bliss-authored
durée,Laps de temps,bliss-authored
durée,Le temps que ça prend,bliss-authored
mana,Force spirituelle,bliss-authored
mana,Pouvoir surnaturel océanien,bliss-authored
insu,Sans qu'on le sache,bliss-authored
insu,En cachette de quelqu'un,bliss-authored
opep,Cartel du pétrole,bliss-authored
opep,Pays exportateurs réunis,bliss-authored
maire,Élu de la commune,bliss-authored
maire,Premier magistrat municipal,bliss-authored
trame,Fils de la toile,bliss-authored
trame,Canevas d'un récit,bliss-authored
icône,Image sainte,bliss-authored
icône,Symbole vénéré,bliss-authored
fête,Jour de réjouissance,bliss-authored
fête,Célébration joyeuse,bliss-authored
radis,Petit légume rose,bliss-authored
radis,Il croque à l'apéritif,bliss-authored
cause,Origine d'un effet,bliss-authored
cause,Affaire à défendre,bliss-authored
agio,Frais bancaires,bliss-authored
agio,Intérêt de découvert,bliss-authored
seuil,Pas de la porte,bliss-authored
seuil,Limite à franchir,bliss-authored
geste,Mouvement du bras,bliss-authored
geste,Signe de la main,bliss-authored
danser,Bouger en rythme,bliss-authored
danser,Évoluer sur la piste,bliss-authored
tôle,Plaque de métal,bliss-authored
tôle,"Prison, en argot",bliss-authored
tong,Sandale de plage,bliss-authored
tong,Claquette d'été,bliss-authored
tome,Volume d'un ouvrage,bliss-authored
tome,Partie d'une série de livres,bliss-authored
laisser,Ne pas emporter,bliss-authored
laisser,"Permettre, autoriser",bliss-authored
mitre,Coiffe d'évêque,bliss-authored
mitre,Ornement de cheminée,bliss-authored
assiéger,Encercler une ville,bliss-authored
assiéger,Cerner de toutes parts,bliss-authored
verger,Champ d'arbres fruitiers,bliss-authored
verger,Il donne des pommes,bliss-authored
échec,Insuccès total,bliss-authored
échec,Revers cuisant,bliss-authored
suie,Noir de cheminée,bliss-authored
suie,Résidu de fumée,bliss-authored
sursis,Délai accordé,bliss-authored
sursis,Peine non appliquée,bliss-authored
gain,Bénéfice réalisé,bliss-authored
gain,Ce qu'on empoche,bliss-authored
autre,"Différent, distinct",bliss-authored
autre,Pas le même,bliss-authored
liant,Substance qui agglomère,bliss-authored
liant,D'un caractère sociable,bliss-authored
elfe,Génie des légendes,bliss-authored
elfe,Petit être féerique,bliss-authored
cac,Indice boursier parisien,bliss-authored
cac,Repère de la Bourse,bliss-authored
rang,Place dans une file,bliss-authored
rang,Position hiérarchique,bliss-authored
alinéa,Retrait de ligne,bliss-authored
alinéa,Passage d'un texte,bliss-authored
alter,"Autre, en latin",bliss-authored
alter,"___ ego, un autre soi",bliss-authored
enrôler,Recruter un soldat,bliss-authored
enrôler,Engager dans l'armée,bliss-authored
navire,Grand bateau,bliss-authored
navire,Il vogue sur les mers,bliss-authored
acide,Au goût aigre,bliss-authored
acide,Contraire de base,bliss-authored
vent,Air en mouvement,bliss-authored
vent,Souffle d'Éole,bliss-authored
tâcher,S'efforcer de,bliss-authored
tâcher,Faire son possible,bliss-authored
ratp,Réseau du métro parisien,bliss-authored
ratp,Régie des transports,bliss-authored
drap,Linge de lit,bliss-authored
drap,Il couvre le matelas,bliss-authored
détenir,Garder en prison,bliss-authored
détenir,Avoir en sa possession,bliss-authored
ceste,Gant du pugiliste antique,bliss-authored
ceste,Arme du boxeur romain,bliss-authored
refuser,Dire non,bliss-authored
refuser,Rejeter une offre,bliss-authored
deviner,Trouver par intuition,bliss-authored
deviner,Pressentir l'avenir,bliss-authored
noce,Fête du mariage,bliss-authored
noce,Grande bombance,bliss-authored
ouate,Coton hydrophile,bliss-authored
ouate,Doublure moelleuse,bliss-authored
lias,Étage du jurassique,bliss-authored
lias,Terrain géologique,bliss-authored
ténor,Voix d'homme aiguë,bliss-authored
ténor,Chanteur d'opéra,bliss-authored
pénal,Relatif aux délits,bliss-authored
pénal,Du droit des peines,bliss-authored
monter,Aller vers le haut,bliss-authored
monter,Gravir une pente,bliss-authored
daim,Cervidé des bois,bliss-authored
daim,Cuir suédé,bliss-authored
souper,Repas du soir,bliss-authored
souper,Dîner tardif,bliss-authored
émerger,Sortir de l'eau,bliss-authored
émerger,Apparaître au grand jour,bliss-authored
aigu,"Perçant, strident",bliss-authored
aigu,Angle de moins de 90°,bliss-authored
titane,Métal léger et résistant,bliss-authored
titane,Élément numéro 22,bliss-authored
date,Jour du calendrier,bliss-authored
date,Repère dans le temps,bliss-authored
côté,Face d'un objet,bliss-authored
côté,À gauche ou à droite,bliss-authored
aimé,"Chéri, adoré",bliss-authored
aimé,Objet de tendresse,bliss-authored
lime,Outil qui râpe,bliss-authored
lime,Citron vert,bliss-authored
épuiser,Vider entièrement,bliss-authored
épuiser,Fatiguer à l'extrême,bliss-authored
dix,Chiffre après neuf,bliss-authored
dix,Une dizaine,bliss-authored
dl,Dixième de litre,bliss-authored
dl,Mesure de volume,bliss-authored
adresser,Envoyer à quelqu'un,bliss-authored
adresser,Faire parvenir,bliss-authored
camper,Planter la tente,bliss-authored
camper,Vivre sous la toile,bliss-authored
hz,Unité de fréquence,bliss-authored
hz,Cycles par seconde,bliss-authored
raide,"Rigide, tendu",bliss-authored
raide,"Escarpé, abrupt",bliss-authored
craie,Bâton du tableau,bliss-authored
craie,Calcaire tendre,bliss-authored
paume,Creux de la main,bliss-authored
paume,Jeu de balle ancien,bliss-authored
oasis,Îlot verdoyant du désert,bliss-authored
oasis,Point d'eau dans le sable,bliss-authored
muse,Inspiratrice du poète,bliss-authored
muse,Divinité des arts,bliss-authored
lama,Camélidé des Andes,bliss-authored
lama,Moine tibétain,bliss-authored
ph,Mesure d'acidité,bliss-authored
ph,Échelle de 0 à 14,bliss-authored
crise,Période difficile,bliss-authored
crise,Accès soudain,bliss-authored
carême,Jeûne avant Pâques,bliss-authored
carême,Quarante jours d'abstinence,bliss-authored
watt,Unité de puissance,bliss-authored
watt,Puissance d'une lampe,bliss-authored
écart,Distance entre deux,bliss-authored
écart,"Différence, intervalle",bliss-authored
résulter,Découler de,bliss-authored
résulter,S'ensuivre logiquement,bliss-authored
roidir,Rendre inflexible,bliss-authored
roidir,Contracter ses muscles,bliss-authored
scion,Jeune pousse,bliss-authored
scion,Bout de la canne à pêche,bliss-authored
évier,Bac de la cuisine,bliss-authored
évier,On y lave la vaisselle,bliss-authored
spore,Semence du champignon,bliss-authored
spore,Cellule reproductrice,bliss-authored
abat,"Fait tomber, renverse",bliss-authored
abat,Grosse averse soudaine,bliss-authored
gelée,Confiture translucide,bliss-authored
gelée,Froid qui blanchit l'herbe,bliss-authored
figer,Rendre immobile,bliss-authored
figer,"Coaguler, solidifier",bliss-authored
essieu,Axe des roues,bliss-authored
essieu,Barre du train roulant,bliss-authored
chéri,Être aimé,bliss-authored
chéri,Terme de tendresse,bliss-authored
pâtre,Gardien de troupeau,bliss-authored
pâtre,Berger des montagnes,bliss-authored
menu,De petite taille,bliss-authored
menu,Carte du restaurant,bliss-authored
abolir,Supprimer une loi,bliss-authored
abolir,Mettre fin à,bliss-authored
mets,Plat cuisiné,bliss-authored
mets,Nourriture servie,bliss-authored
jean,Pantalon en toile,bliss-authored
jean,Prénom masculin,bliss-authored
vaincre,L'emporter sur,bliss-authored
vaincre,Battre l'adversaire,bliss-authored
dicter,Imposer sa volonté,bliss-authored
dicter,Lire pour faire écrire,bliss-authored
arriver,Parvenir au but,bliss-authored
arriver,"Se produire, survenir",bliss-authored
ciel,Voûte céleste,bliss-authored
ciel,Séjour des dieux,bliss-authored
famé,Bien ou mal réputé,bliss-authored
famé,Qui a une réputation,bliss-authored
opéré,Passé au bloc,bliss-authored
opéré,Ayant subi une intervention,bliss-authored
opéra,Œuvre lyrique,bliss-authored
opéra,Théâtre de Paris,bliss-authored
polo,Chemise à col,bliss-authored
polo,Sport à cheval,bliss-authored
accu,Pile rechargeable,bliss-authored
accu,Réserve d'énergie,bliss-authored
ibis,Oiseau échassier,bliss-authored
ibis,Volatile du Nil,bliss-authored
rumen,Panse du ruminant,bliss-authored
rumen,Premier estomac de la vache,bliss-authored
sénile,Affaibli par l'âge,bliss-authored
sénile,Propre au grand vieillard,bliss-authored
délier,Défaire un nœud,bliss-authored
délier,Dégager d'un engagement,bliss-authored
acmé,Point culminant,bliss-authored
acmé,Sommet d'une crise,bliss-authored
fut,Verbe être au passé,bliss-authored
fut,Il exista jadis,bliss-authored
cabane,Abri de jardin,bliss-authored
cabane,Petite habitation rustique,bliss-authored
alléger,Rendre moins lourd,bliss-authored
alléger,Diminuer la charge,bliss-authored
crin,Poil de cheval,bliss-authored
crin,Fibre de l'archet,bliss-authored
épave,Navire échoué,bliss-authored
épave,Débris en mer,bliss-authored
cale,Fond du navire,bliss-authored
cale,Coin qui bloque,bliss-authored
mois,Douzième de l'année,bliss-authored
mois,Trente jours environ,bliss-authored
camp,Lieu de bivouac,bliss-authored
camp,Groupe adverse,bliss-authored
ratio,Rapport de deux nombres,bliss-authored
ratio,Proportion chiffrée,bliss-authored
pesage,Contrôle du poids,bliss-authored
pesage,Formalité avant la course,bliss-authored
more,Ancien habitant du désert,bliss-authored
more,Musulman du Maghreb,bliss-authored
boss,Chef d'entreprise,bliss-authored
boss,"Patron, en anglais",bliss-authored
moral,État d'esprit,bliss-authored
moral,Conforme aux mœurs,bliss-authored
odeur,Émanation olfactive,bliss-authored
odeur,Perçue par le nez,bliss-authored
tribu,Groupe ethnique,bliss-authored
tribu,Communauté familiale,bliss-authored
nazi,Partisan d'Hitler,bliss-authored
nazi,Adepte du IIIe Reich,bliss-authored
latino,Originaire d'Amérique du Sud,bliss-authored
latino,Style musical dansant,bliss-authored
déco,Style des années folles,bliss-authored
déco,Aménagement intérieur,bliss-authored
loess,Limon fertile,bliss-authored
loess,Dépôt éolien fin,bliss-authored
genre,"Catégorie, espèce",bliss-authored
genre,Masculin ou féminin,bliss-authored
terme,Fin d'une échéance,bliss-authored
terme,"Mot, expression",bliss-authored
déni,Refus d'admettre,bliss-authored
déni,Négation de la réalité,bliss-authored
venger,Laver un affront,bliss-authored
venger,Réparer une offense,bliss-authored
cotte,Tunique de mailles,bliss-authored
cotte,Habit de travail,bliss-authored
frémir,Trembler légèrement,bliss-authored
frémir,Commencer à bouillir,bliss-authored
coton,Fibre textile blanche,bliss-authored
coton,Bourre végétale blanche,bliss-authored
enlever,"Ôter, retirer",bliss-authored
enlever,Kidnapper quelqu'un,bliss-authored
haie,Clôture végétale,bliss-authored
haie,Obstacle à sauter,bliss-authored
endormir,Plonger dans le sommeil,bliss-authored
endormir,Anesthésier avant l'opération,bliss-authored
éther,Anesthésiant volatil,bliss-authored
éther,Fluide cosmique ancien,bliss-authored
nuplet,Suite ordonnée de valeurs,bliss-authored
nuplet,Groupe de n éléments,bliss-authored
aigri,Devenu amer,bliss-authored
aigri,Plein de rancœur,bliss-authored
dénier,Refuser de reconnaître,bliss-authored
dénier,Contester un droit,bliss-authored
turc,Habitant d'Ankara,bliss-authored
turc,Langue d'Anatolie,bliss-authored
sécréter,Produire un liquide,bliss-authored
sécréter,"Exsuder, distiller",bliss-authored
baser,Fonder sur,bliss-authored
baser,Établir un principe,bliss-authored
erroné,"Faux, inexact",bliss-authored
erroné,Entaché d'erreur,bliss-authored
sang,Liquide vital rouge,bliss-authored
sang,Il circule dans les veines,bliss-authored
borner,Limiter un terrain,bliss-authored
borner,Poser des repères,bliss-authored
auteur,Écrivain d'un livre,bliss-authored
auteur,Responsable d'un acte,bliss-authored
réfuter,Démontrer le faux,bliss-authored
réfuter,Contredire par preuves,bliss-authored
avoine,Céréale du cheval,bliss-authored
avoine,Graminée fourragère,bliss-authored
pile,Source de courant,bliss-authored
pile,Face d'une monnaie,bliss-authored
cadet,Le plus jeune,bliss-authored
cadet,Second des enfants,bliss-authored
diviser,Partager en parts,bliss-authored
diviser,Semer la discorde,bliss-authored
sinus,Cavité du crâne,bliss-authored
sinus,Fonction trigonométrique,bliss-authored
suite,Ce qui vient après,bliss-authored
suite,Appartement d'hôtel,bliss-authored
veine,Vaisseau sanguin,bliss-authored
veine,Chance inespérée,bliss-authored
toast,Pain grillé,bliss-authored
toast,Discours de fête,bliss-authored
séance,Réunion de travail,bliss-authored
séance,Représentation au cinéma,bliss-authored
bien,De façon correcte,bliss-authored
bien,Ce qui est bon,bliss-authored
doré,Couleur de l'or,bliss-authored
doré,Recouvert d'or,bliss-authored
clou,Pointe à enfoncer,bliss-authored
clou,Moment fort du spectacle,bliss-authored
pavé,Bloc de la chaussée,bliss-authored
pavé,Gros livre épais,bliss-authored
mine,Gisement souterrain,bliss-authored
mine,Expression du visage,bliss-authored
zut,Cri de dépit,bliss-authored
zut,Interjection d'agacement,bliss-authored
inclure,Contenir en soi,bliss-authored
inclure,Faire entrer dans,bliss-authored
cuir,Peau tannée,bliss-authored
cuir,Matière du maroquinier,bliss-authored
initier,Mettre au courant,bliss-authored
initier,Amorcer un processus,bliss-authored
valse,Danse à trois temps,bliss-authored
valse,Musique tournoyante,bliss-authored
loir,Rongeur dormeur,bliss-authored
loir,Il hiberne longtemps,bliss-authored
pondre,Déposer un œuf,bliss-authored
pondre,"Produire, rédiger",bliss-authored
tract,Feuillet de propagande,bliss-authored
tract,Papillon militant,bliss-authored
marée,Montée de la mer,bliss-authored
marée,Flux et reflux,bliss-authored
répit,"Pause, repos",bliss-authored
répit,Moment de trêve,bliss-authored
mars,Planète rouge,bliss-authored
mars,Troisième mois,bliss-authored
loto,Jeu de hasard,bliss-authored
loto,Tirage de numéros,bliss-authored
nacre,Revêtement de la coquille,bliss-authored
nacre,Matière irisée de la perle,bliss-authored
radio,Poste récepteur,bliss-authored
radio,Cliché des os,bliss-authored
retracer,Raconter en détail,bliss-authored
retracer,Redessiner un parcours,bliss-authored
assiégé,Encerclé par l'ennemi,bliss-authored
assiégé,Cerné de toutes parts,bliss-authored
sdf,Personne sans logis,bliss-authored
sdf,Vivant dans la rue,bliss-authored
opus,Œuvre musicale,bliss-authored
opus,Numéro de partition,bliss-authored
bey,Gouverneur ottoman,bliss-authored
bey,Souverain de Tunis,bliss-authored
manger,Prendre son repas,bliss-authored
manger,Se nourrir,bliss-authored
rareté,Qualité de l'unique,bliss-authored
rareté,Chose peu commune,bliss-authored
inciter,Pousser à faire,bliss-authored
inciter,Encourager vivement,bliss-authored
drapé,Couvert d'un tissu,bliss-authored
drapé,Enveloppé d'une étoffe,bliss-authored
usage,Emploi qu'on en fait,bliss-authored
usage,Coutume établie,bliss-authored
slip,Sous-vêtement masculin,bliss-authored
slip,Petit maillot de bain,bliss-authored
nieme,Rang quelconque d'une série,bliss-authored
nieme,Ordinal indéterminé,bliss-authored
guérir,Recouvrer la santé,bliss-authored
guérir,Soigner avec succès,bliss-authored
aimant,Attire le fer,bliss-authored
aimant,Plein de tendresse,bliss-authored
goûter,Repas de l'après-midi,bliss-authored
goûter,Apprécier une saveur,bliss-authored
épouser,Prendre pour conjoint,bliss-authored
épouser,Se marier,bliss-authored
canon,Pièce d'artillerie,bliss-authored
canon,Modèle de beauté,bliss-authored
émigré,Personne exilée,bliss-authored
émigré,Parti vivre ailleurs,bliss-authored
dette,Somme à rembourser,bliss-authored
dette,Argent dû,bliss-authored
solder,Vendre au rabais,bliss-authored
solder,Régler un compte,bliss-authored
héroïne,Femme admirable,bliss-authored
héroïne,Drogue dure,bliss-authored
girl,"Fille, mot anglais",bliss-authored
girl,Danseuse de revue,bliss-authored
liais,Attachais autrefois,bliss-authored
liais,Calcaire dur de taille,bliss-authored
réserver,Retenir à l'avance,bliss-authored
réserver,Mettre de côté,bliss-authored
receler,Cacher un objet volé,bliss-authored
receler,Contenir en soi,bliss-authored
récuser,Refuser un juge,bliss-authored
récuser,Contester la validité,bliss-authored
gagner,Remporter la victoire,bliss-authored
gagner,Toucher un salaire,bliss-authored
agraire,Relatif aux terres,bliss-authored
agraire,Qui concerne les champs,bliss-authored
œuvrer,Travailler à une tâche,bliss-authored
œuvrer,Agir pour un but,bliss-authored
essaim,Groupe d'abeilles,bliss-authored
essaim,Nuée d'insectes,bliss-authored
cnrs,Organisme de recherche,bliss-authored
cnrs,Institut scientifique français,bliss-authored
plie,Poisson plat de mer,bliss-authored
plie,Fléchit sous le poids,bliss-authored
nœud,Entrelacement de corde,bliss-authored
nœud,Unité de vitesse marine,bliss-authored
hutu,Peuple du Rwanda,bliss-authored
hutu,Ethnie d'Afrique centrale,bliss-authored
écrin,Boîte à bijoux,bliss-authored
écrin,Coffret précieux,bliss-authored
étoile,Astre brillant,bliss-authored
étoile,Vedette de cinéma,bliss-authored
chn,Sigle de trois lettres,bliss-authored
chn,Abréviation,bliss-authored
apposer,Mettre sa signature,bliss-authored
apposer,Placer contre,bliss-authored
raison,Faculté de penser,bliss-authored
raison,Motif d'un acte,bliss-authored
pleurer,Verser des larmes,bliss-authored
pleurer,Se lamenter,bliss-authored
scène,Plateau de théâtre,bliss-authored
scène,Partie d'un acte,bliss-authored
guider,Montrer le chemin,bliss-authored
guider,Diriger quelqu'un,bliss-authored
curée,Part donnée aux chiens,bliss-authored
curée,Ruée sur les dépouilles,bliss-authored
rave,Racine comestible,bliss-authored
rave,Fête techno nocturne,bliss-authored
resserrer,Rendre plus étroit,bliss-authored
resserrer,Contracter de nouveau,bliss-authored
daigner,Condescendre à faire,bliss-authored
daigner,Vouloir bien,bliss-authored
veuf,Homme sans épouse,bliss-authored
veuf,Conjoint survivant,bliss-authored
alerte,Signal de danger,bliss-authored
alerte,Vif et agile,bliss-authored
cocu,Mari trompé,bliss-authored
cocu,Berné par sa femme,bliss-authored
verse,Répand un liquide,bliss-authored
verse,Pluie battante,bliss-authored
rival,Concurrent direct,bliss-authored
rival,Adversaire en amour,bliss-authored
seigle,Céréale à pain noir,bliss-authored
seigle,Graminée cultivée,bliss-authored
esprit,Faculté de penser,bliss-authored
esprit,"Fantôme, revenant",bliss-authored
orme,Arbre à bois dur,bliss-authored
orme,Grand feuillu,bliss-authored
lien,Ce qui attache,bliss-authored
lien,Rapport entre deux choses,bliss-authored
lieu,Endroit précis,bliss-authored
lieu,Poisson de mer,bliss-authored
démolir,Abattre un bâtiment,bliss-authored
démolir,Mettre à bas,bliss-authored
germer,Commencer à pousser,bliss-authored
germer,Sortir de terre,bliss-authored
désobéir,Braver un ordre,bliss-authored
désobéir,Refuser de se soumettre,bliss-authored
tomate,Fruit rouge du potager,bliss-authored
tomate,Base de la salade,bliss-authored
lux,Unité d'éclairement,bliss-authored
lux,Mesure de lumière,bliss-authored
arrêté,Décision administrative,bliss-authored
arrêté,Immobilisé net,bliss-authored
sabre,Arme blanche courbe,bliss-authored
sabre,Épée de cavalier,bliss-authored
tonal,Relatif à la hauteur du son,bliss-authored
tonal,D'une gamme musicale,bliss-authored
CX,Coefficient de traînée,bliss-authored
CX,Ancienne berline Citroën,bliss-authored
heur,"Chance, fortune",bliss-authored
heur,"Bonne aventure, vieilli",bliss-authored
utérin,Relatif à la matrice,bliss-authored
utérin,Du même sein maternel,bliss-authored
azur,Bleu du ciel,bliss-authored
azur,Couleur céleste,bliss-authored
gluten,Protéine du blé,bliss-authored
gluten,Composant de la farine,bliss-authored
destin,Sort inévitable,bliss-authored
destin,Cours de la vie,bliss-authored
jeter,Lancer au loin,bliss-authored
jeter,Se débarrasser de,bliss-authored
casier,Meuble à cases,bliss-authored
casier,Extrait du dossier judiciaire,bliss-authored
crâne,Boîte osseuse de la tête,bliss-authored
crâne,Le sommet du chef,bliss-authored
planer,Voler sans effort,bliss-authored
planer,Flotter dans l'air,bliss-authored
pause,Arrêt momentané,bliss-authored
pause,Moment de repos,bliss-authored
agent,Employé de bureau,bliss-authored
agent,Représentant de l'ordre,bliss-authored
kg,Mille grammes,bliss-authored
kg,Unité de masse,bliss-authored
gaîté,Bonne humeur,bliss-authored
gaîté,Joie de vivre,bliss-authored
MV,Symbole du mégavolt,bliss-authored
MV,Sigle technique,bliss-authored
tardif,Qui vient trop tard,bliss-authored
tardif,À maturité lente,bliss-authored
appel,Cri pour attirer,bliss-authored
appel,Recours en justice,bliss-authored
intérêt,Somme versée par le prêteur,bliss-authored
intérêt,Ce qui attire l'attention,bliss-authored
must,"Incontournable, anglicisme",bliss-authored
must,À ne pas manquer,bliss-authored
lard,Graisse du porc,bliss-authored
lard,Tranche à frire,bliss-authored
ancien,D'autrefois,bliss-authored
ancien,Qui a exercé avant,bliss-authored
adhérer,Coller à une surface,bliss-authored
adhérer,S'inscrire à un parti,bliss-authored
relever,Remettre debout,bliss-authored
relever,Noter par écrit,bliss-authored
XL,"Quarante, chez les Romains",bliss-authored
XL,Grande taille de vêtement,bliss-authored
crime,Grave délit,bliss-authored
crime,Meurtre puni par la loi,bliss-authored
trac,Peur de l'artiste,bliss-authored
trac,Angoisse avant d'entrer,bliss-authored
yo,"Salut, en argot",bliss-authored
yo,Interjection à la mode,bliss-authored
chas,Trou d'une aiguille,bliss-authored
chas,Ouverture pour le fil,bliss-authored
réussir,Mener à bien,bliss-authored
réussir,Obtenir un bon résultat,bliss-authored
auréole,Cercle des saints,bliss-authored
auréole,Halo lumineux,bliss-authored
poète,Auteur de vers,bliss-authored
poète,Écrivain en rimes,bliss-authored
obtenir,Parvenir à avoir,bliss-authored
obtenir,Recevoir ce qu'on demande,bliss-authored
écrou,Se visse sur un boulon,bliss-authored
écrou,Acte d'incarcération,bliss-authored
énerver,Mettre en colère,bliss-authored
énerver,Agacer fortement,bliss-authored
tronc,Tige de l'arbre,bliss-authored
tronc,Boîte à offrandes,bliss-authored
étroit,Peu large,bliss-authored
étroit,"Serré, exigu",bliss-authored
chef,Personne qui commande,bliss-authored
chef,Cuisinier en titre,bliss-authored
soft,"Doux, mot anglais",bliss-authored
soft,"Modéré, tout en douceur",bliss-authored
dresser,Éduquer un animal,bliss-authored
dresser,Mettre debout,bliss-authored
canine,Dent pointue,bliss-authored
canine,Croc de la mâchoire,bliss-authored
érudit,Très savant,bliss-authored
érudit,Homme de grand savoir,bliss-authored
patin,Chaussure à roulettes,bliss-authored
patin,Semelle glissante,bliss-authored
dessin,Tracé au crayon,bliss-authored
dessin,Œuvre au trait,bliss-authored
trou,Cavité creuse,bliss-authored
trou,Ouverture béante,bliss-authored
sentier,Chemin étroit,bliss-authored
sentier,Petit chemin de randonnée,bliss-authored
respirer,Prendre de l'air,bliss-authored
respirer,Inspirer et expirer,bliss-authored
ovaire,Glande génitale féminine,bliss-authored
ovaire,Organe de la reproduction,bliss-authored
valoir,Avoir tel prix,bliss-authored
valoir,Mériter,bliss-authored
préau,Cour couverte d'école,bliss-authored
préau,Abri de récréation,bliss-authored
déteindre,Perdre sa couleur,bliss-authored
déteindre,"Passer, en parlant du linge",bliss-authored
film,Œuvre de cinéma,bliss-authored
film,Pellicule photo,bliss-authored
ample,Large et spacieux,bliss-authored
ample,Vaste,bliss-authored
sénat,Chambre haute,bliss-authored
sénat,Assemblée parlementaire,bliss-authored
bête,Animal,bliss-authored
bête,Peu intelligent,bliss-authored
after,Fête d'après-soirée (mot anglais),bliss-authored
after,Soirée qui prolonge la nuit (anglicisme),bliss-authored
rude,Dur et rugueux,bliss-authored
rude,"Sévère, pénible",bliss-authored
friser,Boucler les cheveux,bliss-authored
friser,"Effleurer, frôler",bliss-authored
guet,Surveillance attentive,bliss-authored
guet,Action de surveiller,bliss-authored
fisc,Administration des impôts,bliss-authored
fisc,Le percepteur,bliss-authored
renseigner,Donner une information,bliss-authored
renseigner,Informer,bliss-authored
négocier,Discuter un accord,bliss-authored
négocier,Marchander,bliss-authored
échouer,Ne pas réussir,bliss-authored
échouer,"Toucher le fond, pour un navire",bliss-authored
avril,Mois du printemps,bliss-authored
avril,Quatrième mois de l'année,bliss-authored
écrouler,Tomber en ruine,bliss-authored
écrouler,S'effondrer,bliss-authored
pois,Légume rond,bliss-authored
pois,Motif à points,bliss-authored
presser,Comprimer un fruit,bliss-authored
presser,"Hâter, accélérer",bliss-authored
trouver,Découvrir par hasard,bliss-authored
trouver,Dénicher,bliss-authored
épinière,Qualifie la moelle du dos,bliss-authored
