lemma_a,lemma_b
PRETENTIEUX,PRETENTION
PRETEUR,PRETORIEN
PRETEXTE,PRETEXTER
PREVARICATEUR,PREVARICATION
PREVENIR,PREVENTION
PREVENIR,PREVENU
PREVOIR,PREVOYANT
PREVOIR,VOIR
PRIER,PRIERE
PRIMAIRE,PRIME
PRIORITAIRE,PRIORITE
PRISON,PRISONNIER
PRIVATION,PRIVER
PRIVE,PRIVER
PRIVILEGE,PRIVILEGIER
PRIVILEGIE,PRIVILEGIER
PROBABILITE,PROBABLE
PROBE,PROBITE
PROCEDER,PROCESSION
PROCHE,REPROCHER
PROCLAMATION,PROCLAMER
PROCURATEUR,PROCURATION
PROCURATEUR,PROCURER
PROCURATEUR,PROCUREUR
PROCURATION,PROCURER
PROCURATION,PROCUREUR
PROCURER,PROCUREUR
PRODUCTEUR,PRODUCTIF
PRODUCTEUR,PRODUCTION
PRODUCTEUR,PRODUIRE
PRODUCTIF,PRODUCTION
PRODUCTIF,PRODUCTIVITE
PRODUCTIF,PRODUIRE
PRODUCTION,PRODUIRE
PRODUCTION,REPRODUCTION
PRODUIRE,PRODUIT
PRODUIRE,REPRODUIRE
PROFANATION,PROFANER
PROFESSER,PROFESSEUR
PROFESSER,PROFESSION
PROFESSEUR,PROFESSION
PROFESSEUR,PROFESSORAL
PROFESSEUR,PROFESSORAT
PROFESSION,PROFESSIONNEL
PROFIL,PROFILER
PROFIT,PROFITER
PROFITABLE,PROFITER
PROFOND,PROFONDEUR
PROGRAMMATION,PROGRAMMER
PROGRAMME,PROGRAMMER
PROGRAMMER,REPROGRAMMER
PROGRES,PROGRESSIF
PROGRES,PROGRESSISME
PROGRESSIF,PROGRESSION
PROGRESSIF,PROGRESSIVITE
PROHIBITIF,PROHIBITION
PROJECTEUR,PROJECTION
PROJECTION,PROJETER
PROJET,PROJETER
PROLETAIRE,PROLETARIAT
PROLETAIRE,PROLETARIEN
PROLIFERATION,PROLIFERER
PROLONGATION,PROLONGER
PROLONGEMENT,PROLONGER
PROMENADE,PROMENER
PROMETTEUR,PROMETTRE
PROMETTRE,PROMIS
PROMOTEUR,PROMOTION
PROMPT,PROMPTITUDE
PROMULGATION,PROMULGUER
PRONONCE,PRONONCER
PRONONCER,PRONONCIATION
PRONOSTIC,PRONOSTIQUE
PROPAGANDE,PROPAGANDISTE
PROPAGATEUR,PROPAGATION
PROPAGATEUR,PROPAGER
PROPAGATION,PROPAGER
PROPHETE,PROPHETIQUE
PROPHETE,PROPHETISER
PROPHETE,PROPHETISME
PROPHETIE,PROPHETIQUE
PROPHETIE,PROPHETISER
PROPORTION,PROPORTIONNEL
PROPORTION,PROPORTIONNER
PROPOS,PROPOSER
PROPOSER,PROPOSITION
PROPULSER,PROPULSION
PROROGATION,PROROGER
PROSCRIPTION,PROSCRIRE
PROSPECTER,PROSPECTEUR
PROSPECTER,PROSPECTIF
PROSPECTER,PROSPECTION
PROSPECTEUR,PROSPECTIF
PROSPECTEUR,PROSPECTION
PROSPECTIF,PROSPECTION
PROSPECTIF,PROSPECTIVE
PROSPERE,PROSPERITE
PROSTATE,PROSTATIQUE
PROSTITUER,PROSTITUTION
PROTECTEUR,PROTECTION
PROTECTEUR,PROTECTORAT
PROTECTION,PROTECTIONNISME
PROTECTION,PROTECTIONNISTE
PROTEGE,PROTEGER
PROTESTANT,PROTESTANTISME
PROTESTANT,PROTESTER
PROTESTATAIRE,PROTESTATION
PROTESTATAIRE,PROTESTER
PROTESTATION,PROTESTER
PROTHESE,PROTHETIQUE
PROTOCOLAIRE,PROTOCOLE
PROTOPLASMA,PROTOPLASMIQUE
PROTOPLASME,PROTOPLASMIQUE
PROVERBE,PROVERBIAL
PROVINCE,PROVINCIAL
PROVISION,PROVISIONNEL
PROVOCATEUR,PROVOCATION
PROVOCATEUR,PROVOQUER
PROVOCATION,PROVOQUER
PSYCHANALYSE,PSYCHANALYSTE
PSYCHANALYSE,PSYCHANALYTIQUE
PSYCHOLOGIE,PSYCHOLOGIQUE
PSYCHOLOGIE,PSYCHOLOGISME
PSYCHOLOGIQUE,PSYCHOLOGISME
PSYCHOSE,PSYCHOTIQUE
PUANT,PUER
PUBLICITAIRE,PUBLICITE
PUISER,PUITS
PULLULATION,PULLULER
PULSION,PULSIONNEL
PULVERISATEUR,PULVERISATION
PULVERISATEUR,PULVERISER
PULVERISATION,PULVERISER
PUNIR,PUNISSABLE
PUNIR,PUNITION
PURGE,PURGER
PUSILLANIME,PUSILLANIMITE
QUADRILLAGE,QUADRILLER
QUALIFICATIF,QUALIFICATION
QUALIFICATIF,QUALIFIER
QUALIFICATION,QUALIFIER
QUALIFIE,QUALIFIER
QUALITATIF,QUALITE
QUERELLE,QUERELLER
QUERIR,REQUERIR
QUESTION,QUESTIONNER
QUESTIONNEMENT,QUESTIONNER
QUOTIDIEN,QUOTIDIENNETE
RABAIS,RABAISSER
RABATTEMENT,RABATTRE
RACCORDEMENT,RACCORDER
RACCOURCI,RACCOURCIR
RACE,RACIAL
RACE,RACISME
RACE,RACISTE
RACHIDIEN,RACHIS
RACISME,RACISTE
RADIAL,RADIUS
RADIOGRAPHIE,RADIOGRAPHIQUE
RAFFERMIR,RAFFERMISSEMENT
RAFFINAGE,RAFFINEMENT
RAFRAICHIR,RAFRAICHISSANT
RAIDIR,RAIDISSEMENT
RAIE,RAYER
RAISON,RAISONNABLE
RAISONNEMENT,RAISONNEUR
RAJEUNIR,RAJEUNISSEMENT
RALENTI,RALENTIR
RALENTIR,RALENTISSEMENT
RALLIE,RALLIER
RALLIEMENT,RALLIER
RAMASSAGE,RAMASSER
RAME,RAMER
RAMOLLIR,RAMOLLISSEMENT
RANCON,RANCONNER
RANG,RANGER
RAPIDE,RAPIDITE
RAPPEL,RAPPELER
RAPPELE,RAPPELER
RAPPORT,RAPPORTER
RAPPROCHEMENT,RAPPROCHER
RARE,RARETE
RASSEMBLEMENT,RASSEMBLER
RAT,RATER
RATE,RATER
RATIFICATION,RATIFIER
RATIONALISATION,RATIONALISER
RATIONALISER,RATIONNEL
RATIONALISME,RATIONALISTE
RATIONALISTE,RATIONNEL
RATIONALITE,RATIONNEL
RATTRAPAGE,RATTRAPER
RAVAGE,RAVAGER
RAVIR,RAVISSANT
RAVIR,RAVISSEMENT
RAVITAILLEMENT,RAVITAILLER
RAYON,RAYONNER
RAYONNEMENT,RAYONNER
REACTEUR,REACTIF
REACTIF,REAGIR
REAFFIRMATION,REAFFIRMER
REALISATEUR,REALISATION
REALISATEUR,REALISER
REALISATION,REALISER
REALISER,REEL
REALISME,REEL
REALISTE,REEL
REALITE,REEL
REAMENAGEMENT,REAMENAGER
REAPPARAITRE,REAPPARITION
REBONDIR,REBONDISSEMENT
REBROUSSEMENT,REBROUSSER
REBUT,REBUTER
RECAPITULATIF,RECAPITULATION
RECAPITULATIF,RECAPITULER
RECAPITULATION,RECAPITULER
RECEL,RECELER
RECEPTEUR,RECEPTION
RECEVABILITE,RECEVABLE
RECEVABLE,RECEVOIR
RECEVOIR,RECU
RECHAUFFAGE,RECHAUFFEMENT
RECHAUFFAGE,RECHAUFFER
RECHAUFFAGE,RECHAUFFEUR
RECHAUFFEMENT,RECHAUFFER
RECHAUFFEMENT,RECHAUFFEUR
RECHAUFFER,RECHAUFFEUR
RECHERCHE,RECHERCHER
RECIDIVER,RECIDIVISTE
RECIPROCITE,RECIPROQUE
RECLAMATION,RECLAMER
RECOLTE,RECOLTER
RECOMMANDABLE,RECOMMANDER
RECOMMANDATION,RECOMMANDER
RECOMMANDE,RECOMMANDER
RECOMMENCEMENT,RECOMMENCER
RECOMPENSE,RECOMPENSER
RECOMPOSER,RECOMPOSITION
RECONCILIATION,RECONCILIER
RECONDUCTION,RECONDUIRE
RECONDUIRE,RECONDUITE
RECONFORT,RECONFORTER
RECONFORTANT,RECONFORTER
RECONNAISSABLE,RECONNAITRE
RECONNAISSANCE,RECONNAITRE
RECONNAISSANT,RECONNAITRE
RECONQUERIR,RECONQUETE
RECONSTITUER,RECONSTITUTION
RECONSTRUCTION,RECONSTRUIRE
RECONVERSION,RECONVERTIR
RECOUPEMENT,RECOUPER
RECOURIR,RECOURS
RECOUVREMENT,RECOUVRER
RECOUVREMENT,RECOUVRIR
RECRUTEMENT,RECRUTER
RECTANGLE,RECTANGULAIRE
RECTIFICATIF,RECTIFICATION
RECTIFICATIF,RECTIFIER
RECTIFICATION,RECTIFIER
RECUEIL,RECUEILLIR
RECUEILLEMENT,RECUEILLIR
RECUL,RECULER
RECUPERABLE,RECUPERER
RECUPERATION,RECUPERER
RECUSATION,RECUSER
REDECOUVERTE,REDECOUVRIR
REDEFINIR,REDEFINITION
REDEMPTEUR,REDEMPTION
REDIRE,REDITE
REDISTRIBUER,REDISTRIBUTION
REDOUBLEMENT,REDOUBLER
REDRESSEMENT,REDRESSER
REDRESSEMENT,REDRESSEUR
REDRESSER,REDRESSEUR
REDUCTION,REDUCTIONNISME
REDUCTION,REDUIRE
REEQUILIBRAGE,REEQUILIBRER
REFERENCE,REFERENTIEL
REFERENCE,REFERER
REFERENDAIRE,REFERENDUM
REFLECHIR,REFLEXION
REFLET,REFLETER
REFLUER,REFLUX
REFORMATEUR,REFORMATION
REFORMATEUR,REFORMER
REFORMATION,REFORMER
REFORME,REFORMER
REFORME,REFORMISTE
REFOULE,REFOULER
REFOULEMENT,REFOULER
REFRACTER,REFRACTION
REFRIGERATEUR,REFRIGERATION
REFUS,REFUSER
REFUTATION,REFUTER
REGARD,REGARDER
REGENERATEUR,REGENERATION
REGENERATEUR,REGENERER
REGENERATION,REGENERER
REGIE,REGIR
REGIMENT,REGIR
REGIR,REGISSEUR
REGLAGE,REGLER
REGLE,REGLER
REGNE,REGNER
REGRESSER,REGRESSION
REGRET,REGRETTER
REGRETTABLE,REGRETTER
REGULARISATION,REGULARISER
REGULATEUR,REGULATION
REHABILITATION,REHABILITER
REHAUSSE,REHAUSSER
REINSTALLATION,REINSTALLER
REINTEGRATION,REINTEGRER
REINTRODUCTION,REINTRODUIRE
REJET,REJETER
REJOUIR,REJOUISSANCE
RELACHE,RELACHER
RELACHEMENT,RELACHER
RELANCE,RELANCER
RELATIF,RELATION
RELATIF,RELATIVISER
RELATIF,RELATIVISTE
RELATIF,RELATIVITE
RELATIVISATION,RELATIVISER
RELEVE,RELEVER
RELEVEMENT,RELEVER
RELIER,RELIURE
RELIQUAIRE,RELIQUE
REMARQUABLE,REMARQUER
REMARQUE,REMARQUER
REMBOURSABLE,REMBOURSER
REMBOURSEMENT,REMBOURSER
REMEMORATION,REMEMORER
REMERCIEMENT,REMERCIER
REMETTRE,REMISE
REMONTANT,REMONTER
REMONTE,REMONTER
REMONTEE,REMONTER
REMORQUAGE,REMORQUER
REMORQUAGE,REMORQUEUR
REMORQUE,REMORQUER
REMORQUER,REMORQUEUR
REMPLIR,REMPLISSAGE
REMUNERATEUR,REMUNERER
REMUNERATION,REMUNERER
RENAISSANCE,RENAITRE
RENAISSANT,RENAITRE
RENCHERIR,RENCHERISSEMENT
RENCONTRE,RENCONTRER
RENDEMENT,RENDRE
RENDRE,RENDU
RENFERME,RENFERMER
RENFORCEMENT,RENFORCER
RENFORCER,RENFORT
RENONCEMENT,RENONCER
RENONCER,RENONCIATION
RENOUVEAU,RENOUVELER
RENOUVELABLE,RENOUVELER
RENOUVELER,RENOUVELLEMENT
RENSEIGNEMENT,RENSEIGNER
RENTABILISER,RENTABLE
RENTABILITE,RENTABLE
RENTABLE,RENTE
RENTREE,RENTRER
RENVERSE,RENVERSER
RENVERSEMENT,RENVERSER
RENVOI,RENVOYER
REORGANISATION,REORGANISER
REPARATEUR,REPARATION
REPARATEUR,REPARER
REPARATION,REPARER
REPARTIR,REPARTITION
REPARTITEUR,REPARTITION
REPENTI,REPENTIR
REPERAGE,REPERER
REPERCUSSION,REPERCUTER
REPERE,REPERER
REPERTOIRE,REPERTORIER
REPETER,REPETITEUR
REPETER,REPETITION
REPETITEUR,REPETITION
REPEUPLEMENT,REPEUPLER
REPLACEMENT,REPLACER
REPLI,REPLIER
REPLICATION,REPLIQUER
REPLIQUE,REPLIQUER
REPONDRE,REPONSE
REPORT,REPORTER
REPORTAGE,REPORTER
REPOUSSANT,REPOUSSER
REPOUSSE,REPOUSSER
REPRESENTATIF,REPRESENTATION
REPRESENTATIF,REPRESENTER
REPRESENTATION,REPRESENTER
REPRESSIF,REPRESSION
REPRESSIF,REPRIMER
REPRESSION,REPRIMER
REPROBATION,REPROUVER
REPROCHE,REPROCHER
REPRODUCTEUR,REPRODUCTIF
REPRODUCTEUR,REPRODUCTION
REPRODUCTEUR,REPRODUIRE
REPRODUCTIBLE,REPRODUIRE
REPRODUCTIF,REPRODUCTION
REPRODUCTIF,REPRODUIRE
REPRODUCTION,REPRODUIRE
REPUDIATION,REPUDIER
REQUERIR,REQUETE
REQUISITION,REQUISITIONNER
RESERVATION,RESERVER
RESERVE,RESERVER
RESIDENCE,RESIDENTIEL
RESIDENCE,RESIDER
RESIGNATION,RESIGNER
RESIGNE,RESIGNER
RESISTANCE,RESISTER
RESISTANT,RESISTER
RESONANCE,RESONNER
RESORBER,RESORPTION
RESPECT,RESPECTER
RESPECT,RESPECTIF
RESPECT,RESPECTUEUX
RESPECTABILITE,RESPECTABLE
RESPECTABLE,RESPECTER
RESPECTER,RESPECTIF
RESPECTER,RESPECTUEUX
RESPIRATION,RESPIRATOIRE
RESPIRATION,RESPIRER
RESPIRATOIRE,RESPIRER
RESPLENDIR,RESPLENDISSANT
RESPONSABILITE,RESPONSABLE
RESSAISIR,SAISIR
RESSEMBLANT,RESSEMBLER
RESSENTI,RESSENTIR
RESSENTIMENT,RESSENTIR
RESSENTIR,SENTIR
RESSERRE,RESSERRER
RESSERREMENT,RESSERRER
RESSERRER,SERRER
RESSORTIR,SORTIR
RESSOUVENIR,SOUVENIR
RESTANT,RESTER
RESTAURATION,RESTAURER
RESTE,RESTER
RESTITUER,RESTITUTION
RESTRICTIF,RESTRICTION
RESTRUCTURATION,RESTRUCTURER
RESTRUCTURATION,STRUCTURATION
RESTRUCTURER,STRUCTURER
RESULTAT,RESULTER
RESUME,RESUMER
RESURGENCE,RESURGIR
RESURGIR,SURGIR
RETABLIR,RETABLISSEMENT
RETARDATAIRE,RETARDER
RETARDE,RETARDER
RETARDEMENT,RETARDER
RETARDER,TARDER
RETENIR,RETENUE
RETENIR,TENIR
RETENTIR,RETENTISSANT
RETENTIR,RETENTISSEMENT
RETIRER,TIRER
RETOUR,RETOURNER
RETOURNEMENT,RETOURNER
RETOURNER,TOURNER
RETRACER,TRACER
RETRACTATION,RETRACTER
RETRACTER,RETRACTION
RETRANCHEMENT,RETRANCHER
RETRANCHER,TRANCHER
RETRANSCRIRE,TRANSCRIRE
RETRANSMETTRE,RETRANSMISSION
RETRANSMETTRE,TRANSMETTRE
RETRANSMISSION,TRANSMISSION
RETRAVERSER,TRAVERSER
RETRECIR,RETRECISSEMENT
RETREMPER,TREMPER
RETRIBUER,RETRIBUTION
RETROACTIF,RETROACTIVITE
RETROUVAILLE,RETROUVER
RETROUVER,TROUVER
REUNIFICATION,UNIFICATION
REUNION,REUNIR
REUNIR,UNIR
REUSSIR,REUSSITE
REVALORISATION,REVALORISER
REVALORISATION,VALORISATION
REVALORISER,VALORISER
REVE,REVER
REVEIL,REVEILLER
REVELATEUR,REVELATION
REVELATEUR,REVELER
REVELATION,REVELER
REVENDICATIF,REVENDICATION
REVENDICATIF,REVENDIQUER
REVENDICATION,REVENDIQUER
REVENDRE,VENDRE
REVENIR,REVENU
REVENIR,VENIR
REVER,REVERIE
REVER,REVEUR
REVERBERATION,REVERBERER
REVERDIR,VERDIR
REVETEMENT,REVETIR
REVETIR,VETIR
REVISION,REVISIONNISME
REVISION,REVISIONNISTE
REVISIONNISME,REVISIONNISTE
REVIVRE,VIVRE
REVOCATION,REVOQUER
REVOLTANT,REVOLTER
REVOLTE,REVOLTER
REVOLUTION,REVOLUTIONNAIRE
REVOLUTION,REVOLUTIONNER
RIDICULE,RIDICULISER
RIME,RIMER
RIRE,RIS
RISQUE,RISQUER
RIVAL,RIVALISER
RIVAL,RIVALITE
RIVE,RIVIERE
ROBUSTE,ROBUSTESSE
ROCHE,ROCHER
RODE,RODER
ROI,ROYAL
ROI,ROYAUME
ROMAN,ROMANESQUE
ROMANTIQUE,ROMANTISME
ROMPRE,ROMPU
ROTATION,ROTATOIRE
ROTI,ROTIR
ROUE,ROUET
ROUGE,ROUGEUR
ROUGIR,ROUGISSANT
ROULAGE,ROULEMENT
ROUTE,ROUTIER
RUDE,RUDESSE
RUEE,RUER
RUINE,RUINER
RUISSEAU,RUISSELER
RUISSELER,RUISSELLEMENT
RYTHME,RYTHMIQUE
SACERDOCE,SACERDOTAL
SACRIFICATEUR,SACRIFIER
SACRIFICE,SACRIFICIEL
SACRIFICE,SACRIFIER
SAINT,SAINTETE
SAISIE,SAISIR
SAISIR,SAISISSABLE
SAISIR,SAISISSANT
SAISIR,SAISISSEMENT
SALAIRE,SALARIAT
SALAIRE,SALARIE
SALARIAT,SALARIE
SALE,SALETE
SALUER,SALUT
SALUT,SALUTAIRE
SANCTIFICATION,SANCTIFIER
SANCTION,SANCTIONNER
SAPE,SAPER
SATIRE,SATIRIQUE
SATISFACTION,SATISFAIRE
SATISFAIRE,SATISFAISANT
SAUF,SAUVER
SAUT,SAUTER
SAUTE,SAUTER
SAUVEGARDE,SAUVEGARDER
SAUVER,SAUVEUR
SAVEUR,SAVOUREUX
SAVOIR,SU
SCANDALE,SCANDALEUX
SCANDALE,SCANDALISER
SCENARIO,SCENARISTE
SCENE,SCENIQUE
SCEPTICISME,SCEPTIQUE
SCHEMA,SCHEMATIQUE
SCHEMATIQUE,SCHEMATISER
SCHEMATIQUE,SCHEMATISME
SCHEMATISATION,SCHEMATISER
SCHEMATISME,SCHEME
SCHIZOPHRENE,SCHIZOPHRENIE
SCIE,SCIER
SCISSION,SCISSIONNISTE
SCOLASTICAT,SCOLASTIQUE
SCRUPULE,SCRUPULEUX
SCULPTURAL,SCULPTURE
SEC,SECHERESSE
SECOND,SECONDER
SECOUER,SECOUSSE
SECOURIR,SECOURS
SECRETAIRE,SECRETARIAT
SECRETER,SECRETION
SECTEUR,SECTION
SECTEUR,SECTORIEL
SECTION,SECTIONNAIRE
SECURITAIRE,SECURITE
SEDIMENT,SEDIMENTAIRE
SEDITIEUX,SEDITION
SEDUCTEUR,SEDUIRE
SEDUIRE,SEDUISANT
SEGMENT,SEGMENTAIRE
SEIGNEUR,SEIGNEURIAL
SEJOUR,SEJOURNER
SELECTION,SELECTIONNER
SEMBLABLE,SEMBLER
SEMBLABLE,VRAISEMBLABLE
SEMER,SEMIS
SEMESTRE,SEMESTRIEL
SEMINAIRE,SEMINARISTE
SEMIOLOGIE,SEMIOLOGIQUE
SENSATION,SENSATIONNEL
SENSIBILISATION,SENSIBILISER
SENSIBILISER,SENSIBLE
SENSIBILITE,SENSIBLE
SENSIBLE,SENSIBLERIE
SENTE,SENTIER
SENTIMENT,SENTIMENTAL
SENTIMENT,SENTIR
SENTIMENTAL,SENTIMENTALISME
SENTIMENTAL,SENTIMENTALITE
SEOIR,SIS
SEPARATEUR,SEPARATION
SEPARATEUR,SEPARER
SEPARATION,SEPARATISTE
SEPARATION,SEPARER
SEPARATISME,SEPARATISTE
SEPARATISME,SEPARER
SEPARATISTE,SEPARER
SEPT,SEPTIEME
SEPTENTRION,SEPTENTRIONAL
SEQUENCE,SEQUENTIEL
SEQUESTRATION,SEQUESTRER
SEREIN,SERENITE
SEREUX,SERUM
SERF,SERVITUDE
SERPENT,SERPENTER
SERPENTANT,SERPENTER
SERRE,SERRER
SERVAGE,SERVEUR
SERVILE,SERVILITE
SEXE,SEXUEL
SEXUALITE,SEXUEL
SIDERURGIE,SIDERURGIQUE
SIEGE,SIEGER
SIGNAL,SIGNALER
SIGNALEMENT,SIGNALER
SIGNATURE,SIGNER
SIGNE,SIGNER
SIGNE,SIGNIFIER
SIGNIFIANCE,SIGNIFIER
SIGNIFIANT,SIGNIFIER
SIGNIFICATIF,SIGNIFICATION
SIGNIFICATIF,SIGNIFIER
SIGNIFICATION,SIGNIFIER
SILLON,SILLONNER
SIMPLE,SIMPLICITE
SIMPLE,SIMPLIFIER
SIMPLIFICATION,SIMPLIFIER
SIMULATEUR,SIMULATION
SIMULATEUR,SIMULER
SIMULATION,SIMULER
SIMULTANE,SIMULTANEITE
SINCERE,SINCERITE
SINGULARITE,SINGULIER
SITUATION,SITUER
SOBRE,SOBRIETE
SOCIAL,SOCIALISME
SOCIOLOGIE,SOCIOLOGIQUE
SOIE,SOYEUX
SOIGNER,SOIN
SOLDAT,SOLDATESQUE
SOLDE,SOLDER
SOLIDE,SOLIDITE
SOLIDIFICATION,SOLIDIFIER
SOLLICITATION,SOLLICITER
SOLLICITER,SOLLICITEUR
SOLUTION,SOLUTIONNER
SOMMAIRE,SOMME
SOMMEIL,SOMMEILLER
SOMNAMBULE,SOMNAMBULISME
SOMPTUEUX,SOMPTUOSITE
SONGE,SONGER
SONORE,SONORITE
SOPHISTICATION,SOPHISTIQUER
SORTIE,SORTIR
SOT,SOTTISE
SOUCI,SOUCIER
SOUDER,SOUDURE
SOUFFLE,SOUFFLER
SOUFFLER,SOUFFLET
SOUFFLET,SOUFFLETER
SOUFFRANCE,SOUFFRIR
SOUHAIT,SOUHAITER
SOUHAITABLE,SOUHAITER
SOUILLER,SOUILLURE
SOULAGEMENT,SOULAGER
SOUMETTRE,SOUMIS
SOUMETTRE,SOUMISSION
SOUMISSION,SOUMISSIONNAIRE
SOUPCON,SOUPCONNER
SOUPCON,SOUPCONNEUX
SOUPE,SOUPER
SOUSCRIPTEUR,SOUSCRIPTION
SOUSCRIPTEUR,SOUSCRIRE
SOUSCRIPTION,SOUSCRIRE
SOUSDIACONAT,SOUSDIACRE
SOUSTRACTION,SOUSTRAIRE
SOUTENEMENT,SOUTENIR
SOUTENIR,SOUTIEN
SOUVERAIN,SOUVERAINETE
SPECIAL,SPECIALISER
SPECIAL,SPECIALITE
SPECIALISATION,SPECIALISER
SPECIFICATION,SPECIFIER
SPECIFICITE,SPECIFIQUE
SPECTACLE,SPECTACULAIRE
SPECULATEUR,SPECULATIF
SPECULATEUR,SPECULATION
SPECULATIF,SPECULATION
SPERMATIQUE,SPERME
SPHERE,SPHERIQUE
SPHINCTER,SPHINCTERIEN
SPIRITUALISME,SPIRITUALISTE
SPONTANE,SPONTANEITE
SQUELETTE,SQUELETTIQUE
STABILISATEUR,STABILISATION
STABILISATEUR,STABILISER
STABILISATION,STABILISER
STABILISER,STABLE
STABILITE,STABLE
STAGE,STAGIAIRE
STANDARD,STANDARDISER
STANDARDISATION,STANDARDISER
STATION,STATIONNAIRE
STATION,STATIONNER
STATIONNEMENT,STATIONNER
STATISTICIEN,STATISTIQUE
STEREOTYPE,STEREOTYPER
STERILE,STERILISER
STERILE,STERILITE
STERILISATION,STERILISER
STIGMATISATION,STIGMATISER
STIMULANT,STIMULER
STIMULATION,STIMULER
STIPULATION,STIPULER
STRATEGIE,STRATEGIQUE
STRUCTURAL,STRUCTURE
STRUCTURALISME,STRUCTURALISTE
STRUCTURATION,STRUCTURER
STRUCTURE,STRUCTURER
STUPIDE,STUPIDITE
STYLE,STYLET
SUBIR,SUBIT
SUBJECTIF,SUBJECTIVISME
SUBJECTIF,SUBJECTIVITE
SUBMERGER,SUBMERSION
SUBORDINATION,SUBORDONNER
SUBORDONNE,SUBORDONNER
SUBSISTANCE,SUBSISTER
SUBSISTANT,SUBSISTER
SUBSTANCE,SUBSTANTIEL
SUBSTANTIALITE,SUBSTANTIEL
SUBSTITUER,SUBSTITUT
SUBSTITUER,SUBSTITUTION
SUBVENIR,SUBVENTION
SUBVENTION,SUBVENTIONNER
SUCCEDER,SUCCESSEUR
SUCCEDER,SUCCESSIF
SUCCEDER,SUCCESSION
SUCCESSEUR,SUCCESSIF
SUCCESSEUR,SUCCESSION
SUCCESSEUR,SUCCESSORAL
SUCCESSIF,SUCCESSION
SUGGERER,SUGGESTION
SUGGESTIF,SUGGESTION
SUGGESTIF,SUGGESTIVITE
SUICIDE,SUICIDER
SUIVANT,SUIVRE
SUIVI,SUIVRE
SUPERFICIE,SUPERFICIEL
SUPERIEUR,SUPERIORITE
SUPERPOSABLE,SUPERPOSER
SUPERPOSER,SUPERPOSITION
SUPERSTITIEUX,SUPERSTITION
SUPERVISER,SUPERVISION
SUPPLICATION,SUPPLIER
SUPPORT,SUPPORTER
SUPPORTABLE,SUPPORTER
SUPPOSER,SUPPOSITION
SUPPRESSION,SUPPRIMER
SURCHAUFFE,SURCHAUFFER
SURESTIMATION,SURESTIMER
SUREXCITATION,SUREXCITER
SURGIR,SURGISSEMENT
SURNOM,SURNOMMER
SURREALISME,SURREALISTE
SURSAUT,SURSAUTER
SURVEILLANCE,SURVEILLER
SURVENANCE,SURVENIR
SURVENIR,SURVENUE
SURVIE,SURVIVRE
SURVIVANCE,SURVIVRE
SUSCEPTIBILITE,SUSCEPTIBLE
SUSPECT,SUSPECTER
SUSPENDRE,SUSPENSION
SUZERAIN,SUZERAINETE
SYMBOLE,SYMBOLISER
SYMBOLE,SYMBOLISME
SYMBOLISATION,SYMBOLISER
SYMETRIE,SYMETRIQUE
SYMPATHIE,SYMPATHIQUE
SYMPATHIQUE,SYMPATHISER
SYMPATHISANT,SYMPATHISER
SYMPHONIE,SYMPHONIQUE
SYMPTOMATIQUE,SYMPTOME
SYNCRETIQUE,SYNCRETISME
SYNDIC,SYNDICAT
SYNDICALISME,SYNDICALISTE
SYNDICALISME,SYNDICAT
SYNTAGMATIQUE,SYNTAGME
SYNTAXE,SYNTAXIQUE
SYNTHESE,SYNTHETIQUE
SYNTHESE,SYNTHETISER
SYNTHETIQUE,SYNTHETISER
SYPHILIS,SYPHILITIQUE
SYSTEMATIQUE,SYSTEMATISER
SYSTEMATIQUE,SYSTEME
SYSTEMATISATION,SYSTEMATISER
SYSTEME,SYSTEMIQUE
TABLE,TABLETTE
TABLE,TABLIER
TACHE,TACHER
TAILLE,TAILLER
TAILLER,TAILLEUR
TAIRE,TU
TARE,TARER
TARIF,TARIFAIRE
TAXATION,TAXER
TAXE,TAXER
TECHNICIEN,TECHNIQUE
TECHNICISER,TECHNIQUE
TECHNICITE,TECHNIQUE
TEINTURE,TEINTURIER
TELEGRAPHIE,TELEGRAPHIQUE
TELEPHONE,TELEPHONER
TELEPHONE,TELEPHONIQUE
TELEPHONIE,TELEPHONIQUE
TEMERAIRE,TEMERITE
TEMOIGNER,TEMOIN
TEMPERANCE,TEMPERER
TEMPORISATEUR,TEMPORISATION
TEMPORISATEUR,TEMPORISER
TEMPORISATION,TEMPORISER
TENAILLEMENT,TENAILLER
TENDANCE,TENDANCIEL
TENDANCE,TENDANCIEUX
TENDANCE,TENDRE
TENDRE,TENDRESSE
TENDRE,TENTE
TENEUR,TENIR
TENTATION,TENTER
TERMINAISON,TERMINER
TERMINOLOGIE,TERMINOLOGIQUE
TERRAIN,TERRE
TERRASSE,TERRASSER
TERRASSEMENT,TERRASSER
TERREUR,TERRIBLE
TERREUR,TERRORISER
TERREUR,TERRORISTE
TERRIFIANT,TERRIFIER
TERRORISER,TERRORISTE
TEST,TESTER
TESTAMENT,TESTAMENTAIRE
TESTICULAIRE,TESTICULE
TETE,TETU
THEATRAL,THEATRE
THEMATIQUE,THEME
THEOCRATIE,THEOCRATIQUE
THEOLOGIE,THEOLOGIEN
THEOLOGIE,THEOLOGIQUE
THERAPEUTE,THERAPEUTIQUE
THERMIDOR,THERMIDORIEN
THERMOMETRE,THERMOMETRIQUE
THORACIQUE,THORAX
THYROIDE,THYROIDIEN
TIR,TIRER
